50,100,200,300,400,600,800,1000,1200,1400,2000,2400,2800,3200,4000
2832,1978,2883,2032,2958,2170,2930,2070,2965,2159,2879,2115,2866,2179,2993
438,429,479,488,497,497,497,473,464,472,480,473,497,490,505
456,474,498,464,514,489,463,438,457,490,439,520,472,487,496
481,463,446,489,480,463,481,481,454,529,496,464,455,497,463
438,447,497,471,489,506,506,463,472,480,464,497,497,480,531
489,522,481,456,496,480,446,455,430,513,456,514,464,514,464
463,447,446,496,481,464,497,489,497,531,496,480,455,480,496
439,464,514,481,521,514,488,438,464,456,439,521,514,496,514
480,504,463,464,473,471,447,481,479,496,505,506,430,506,463
472,439,481,446,522,480,523,480,456,489,489,472,438,455,522
439,488,529,481,504,513,496,447,463,438,489,538,514,514,481
496,481,473,438,489,465,497,489,489,523,505,481,480,488,480
464,464,505,464,580,505,505,472,439,472,455,479,456,472,513
489,471,513,479,522,513,464,430,471,446,489,522,497,522,472
446,456,481,431,481,464,530,489,473,498,488,481,455,463,505
489,488,521,489,538,538,496,446,438,471,456,496,472,506,497
488,455,490,463,505,481,498,456,497,464,488,498,505,480,489
497,481,496,455,505,472,504,481,455,522,456,471,464,472,539
473,496,488,489,530,538,489,471,463,464,471,497,472,522,479
455,439,489,438,481,481,513,473,481,472,482,472,539,463,506
463,488,513,481,513,480,473,479,446,622,456,497,447,489,488
430,481,473,489,489,539,530,473,481,464,454,480,496,497,480
481,431,538,447,480,497,488,480,463,505,481,480,499,455,507
439,488,447,480,514,463,522,488,464,522,421,497,455,505,488
421,464,514,472,480,522,472,489,489,522,506,464,488,447,489
489,437,488,439,505,480,506,505,438,496,472,497,481,455,522
421,498,480,471,489,455,464,456,457,473,438,489,455,489,472
448,447,523,473,479,523,521,481,488,497,498,454,505,446,505
464,455,471,438,514,462,531,488,447,513,446,522,464,456,497
446,497,497,472,481,498,480,472,489,498,456,456,463,472,472
439,430,488,456,496,513,539,447,471,479,472,471,456,530,530
472,480,481,471,498,480,473,488,456,456,447,514,480,489,497
480,481,515,473,488,506,472,440,505,489,472,447,472,455,480
481,430,455,447,507,505,480,454,455,480,488,497,456,480,530
455,464,514,472,522,488,515,473,473,480,456,488,480,480,514
472,513,454,455,471,513,488,446,488,506,472,472,472,456,471
447,447,506,463,514,489,489,473,463,513,471,539,463,487,514
472,471,496,456,505,497,529,455,497,499,448,479,447,456,489
464,497,472,572,480,480,481,463,472,488,496,514,498,464,463
438,448,514,488,538,473,497,473,464,472,481,496,471,512,539
464,488,480,489,481,496,530,463,496,523,481,491,456,439,488
463,472,497,455,497,464,481,447,464,497,504,489,489,488,498
457,446,497,472,522,504,529,472,488,505,456,505,438,500,546
472,489,480,456,505,481,497,463,481,463,463,481,464,455,489
463,448,514,447,538,464,489,448,455,464,506,504,488,497,472
539,465,480,455,497,521,497,505,505,522,455,472,456,447,480
455,545,614,455,523,497,514,446,456,522,480,481,514,504,480
464,446,455,464,513,504,463,481,504,497,514,513,455,456,480
473,481,497,489,472,491,514,480,456,496,430,464,430,464,522
455,464,472,488,530,506,489,491,471,489,497,505,497,488,498
480,447,455,431,497,480,446,455,489,473,456,488,472,439,529
438,489,522,479,497,489,522,489,456,546,455,489,472,496,514
464,438,497,498,521,504,480,447,513,489,488,530,497,464,496
472,447,464,474,498,473,506,463,472,522,489,481,447,498,506
438,464,531,422,529,497,488,489,463,522,497,504,505,454,480
489,446,504,455,498,480,564,455,506,456,439,506,464,472,489
447,481,481,455,488,430,505,447,447,496,463,573,447,489,497
455,488,513,472,539,538,488,464,480,489,473,505,505,455,463
489,491,489,489,506,497,481,447,497,496,539,497,481,472,489
430,464,514,480,496,489,504,522,455,473,496,504,455,488,472
480,496,479,498,530,530,473,481,464,581,455,489,488,456,488
472,456,498,505,489,481,505,430,480,521,464,506,465,563,497
447,480,504,447,522,479,488,489,547,481,488,505,454,464,472
496,464,464,464,497,506,489,479,472,522,447,472,473,473,513
448,447,522,455,479,631,530,456,471,489,480,521,471,471,481
480,455,514,489,540,496,472,488,448,488,481,489,464,455,496
480,489,480,472,472,489,506,456,489,505,446,556,439,505,489
464,498,497,455,496,480,513,455,454,497,498,529,447,456,480
513,471,489,497,522,472,472,472,464,489,454,481,472,446,497
447,448,472,455,463,521,480,523,480,447,456,496,430,497,521
473,413,513,481,539,489,497,464,455,481,497,464,464,448,498
496,514,498,480,585,497,489,479,489,504,438,513,456,471,505
455,439,454,488,492,480,546,439,472,473,458,464,454,472,522
